자전거보관소명,소재지도로명주소,소재지지번주소,위도,경도,보관대수,설치년도,설치형태,차양막설치여부,공기주입기비치여부,공기주입기유형,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
매화공원,,인천광역시 중구 운서동,37.300319,126.291595,10,,거치형,N,N,,N,032-760-8952,인천광역시 중구청,2020-09-10,3490000,인천광역시 중구
거제경찰서 덕산아파트 방면,,경상남도 거제시 옥포2동 1284-3,34.898113,128.686311,7,,거치형,Y,Y,기계식,N,055-639-4484,경상남도 거제시청,2019-08-14,5370000,경상남도 거제시
옥포덕산5차 아파트 앞,,경상남도 거제시 옥포2동 1301,34.901653,128.685016,14,,거치형,Y,N,,N,055-639-4484,경상남도 거제시청,2019-08-14,5370000,경상남도 거제시
포로수용소 유적공원 앞,,경상남도 거제시 고현동 944-2,34.876098,128.625943,7,,거치형,Y,Y,기계식,N,055-639-4484,경상남도 거제시청,2019-08-14,5370000,경상남도 거제시
거제시청 내,,경상남도 거제시 고현동 717,34.8805832406,128.620789099,7,,거치형,Y,N,,N,055-639-4484,경상남도 거제시청,2019-08-14,5370000,경상남도 거제시
동백공원 공영주차장 내,,부산광역시 해운대구 우동 721,35.1550859,129.151581,20,,거치형,Y,N,,N,051-749-4512,부산광역시 해운대구청,2020-06-26,3330000,부산광역시 해운대구
동백사거리 공영주차장,부산광역시 해운대구 마린시티1로 178(우동),부산광역시 해운대구 우동 1437,35.15736418,129.1510546,10,,거치형,Y,N,,N,051-749-4512,부산광역시 해운대구청,2020-06-26,3330000,부산광역시 해운대구
국민은행 마린시티지점 앞,부산광역시 해운대구 마린시티3로 1 (우동),부산광역시 해운대구 우동 1434,35.15785897,129.1475476,10,,거치형,Y,N,,N,051-749-4512,부산광역시 해운대구청,2020-06-26,3330000,부산광역시 해운대구
현대베네시티 스타벅스 앞,부산광역시 해운대구 해운대해변로 163 (우동),부산광역시 해운대구 우동 1432,35.15817018,129.1507291,10,2017,거치형,Y,N,,N,051-749-4512,부산광역시 해운대구청,2020-06-26,3330000,부산광역시 해운대구
동백사거리 현대 베네시티 보도,부산광역시 해운대구 해운대해변로 163 (우동),부산광역시 해운대구 우동 1432,35.15817018,129.1507291,10,,거치형,Y,N,,N,051-749-4512,부산광역시 해운대구청,2020-06-26,3330000,부산광역시 해운대구
송림공원 주차장,부산광역시 해운대구 해운대해변로 218 (우동),부산광역시 해운대구 우동 700,35.15822934,129.1553085,20,2016,거치형,Y,N,,N,051-749-4512,부산광역시 해운대구청,2020-06-26,3330000,부산광역시 해운대구
홈플러스 해운대점 앞,부산광역시 해운대구 해운대해변로 140 (우동),부산광역시 해운대구 우동 1406-2,35.15839669,129.1464951,14,,거치형,Y,N,,N,051-749-4512,부산광역시 해운대구청,2020-06-26,3330000,부산광역시 해운대구
우리은행 마린시티지점 앞,부산광역시 해운대구 해운대해변로 120(우동),부산광역시 해운대구 우동 1406,35.1592366,129.1450688,10,,거치형,N,N,,N,051-749-4512,부산광역시 해운대구청,2020-06-26,3330000,부산광역시 해운대구
아주대학교,경기도 수원시 영통구 월드컵로 206,경기도 수원시 영통구 원천동 산 5-1,37.283057,127.043662,10,,, ,N,,N,031-219-2114,아주대학교,2020-09-28,3740000,경기도 수원시
합동신학대학원대학교,경기도 수원시 영통구 광교중앙로 50,경기도 수원시 영통구 원천동 산 42-3,37.280173,127.053777,10,,, ,N,,N,031-212-3694,합동신학대학원대학교,2020-09-28,3740000,경기도 수원시
서수원지식정보도서관,경기도 수원시 권선구 탑동로57번길 35,경기도 수원시 권선구 탑동 746-1,37.273118,126.972071,10,,, ,N,,N,031-228-4749,서수원도석관,2020-09-28,3740000,경기도 수원시
지혜샘도서관,경기도 수원시 권선구 동탄원천로 818,경기도 수원시 권선구 권선동 1310,37.248008,127.040081,10,,, ,N,,N,031-225-5566,지혜샘도서관,2020-09-28,3740000,경기도 수원시
노동복지회관,경기도 수원시 권선구 호매실로 46-16,경기도 수원시 권선구 탑동 903,37.256473,126.969011,10,,, ,N,,N,031-8004-4001,노동복지회관,2020-09-28,3740000,경기도 수원시
서호노인회관,경기도 수원시 권선구 구운로4번길 34,경기도 수원시 권선구 구운동 501,37.278496,126.976191,10,,, ,N,,N,031-294-2692,서호노인회관,2020-09-28,3740000,경기도 수원시
수원시청,경기도 수원시 팔달구 효원로 241,경기도 수원시 팔달구 인계동 1111,37.263455,127.028662,10,,, ,N,,N,031-228-3426,경기도 수원시청,2020-09-28,3740000,경기도 수원시
경기도청,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1,37.274667,127.009621,10,,, ,N,,N,031-230-2825,경기도청,2020-09-28,3740000,경기도 수원시
행궁동주민센터,경기도 수원시 팔달구 신풍로23번길 40,경기도 수원시 팔달구 신풍동 100,37.284048,127.012648,10,,, ,N,,N,031-228-7603,수원시 행궁동주민센터,2020-09-28,3740000,경기도 수원시
고등동주민센터,경기도 수원시 팔달구 고등로 37,경기도 수원시 팔달구 고등동 153-1,37.273456,127.001141,10,,, ,N,,N,031-228-7606,수원시 고등동주민센터,2020-09-28,3740000,경기도 수원시
화서1동주민센터,경기도 수원시 팔달구 동말로4번길 10,경기도 수원시 팔달구 화서동 184-357,37.276422,126.995034,10,,, ,N,,N,031-228-7727,수원시 화서1동주민센터,2020-09-28,3740000,경기도 수원시
지동주민센터,경기도 수원시 팔달구 팔달문로115번길 5,경기도 수원시 팔달구 지동 479,37.282038,127.028471,10,,, ,N,,N,031-228-7729,수원시 지동주민센터,2020-09-28,3740000,경기도 수원시
우만2동주민센터,경기도 수원시 팔달구 중부대로207번길 33,경기도 수원시 팔달구 우만동 108-3,37.278002,127.039781,10,,, ,N,,N,031-228-7611,수원시 우만2동주민센터,2020-09-28,3740000,경기도 수원시
능골공원 배드민턴장 옆,경기도 성남시 분당구 내정로 94,경기도 성남시 분당구 정자동 101,37.370267,127.116601,2,2010,단독형,Y,N,,N,031-729-3302,성남시청,2020-06-30,3780000,경기도 성남시
능골공원 물놀이장 옆,경기도 성남시 분당구 내정로 94,경기도 성남시 분당구 정자동 101,37.370171,127.116896,2,2010,거치형,N,N,,N,031-729-3302,성남시청,2020-06-30,3780000,경기도 성남시
내정지하보도 입구,경기도 성남시 분당구 내정로 55,경기도 성남시 분당구 정자동 121,37.374559,127.118232,1,2010,단독형,Y,N,,N,031-729-3302,성남시청,2020-06-30,3780000,경기도 성남시
태익(공장지대),경기도 부천시 삼작로107번길 23,경기도 부천시 삼정동 213-3,37.521172,126.772728,20,,기타,N,N,,N,032-625-7235,경기도 부천시청,2019-05-28,3860000,경기도 부천시
삼정초등학교 후문앞,경기도 부천시 평천로721번길 60,경기도 부천시 삼정동 305,37.517757,126.770974,9,,기타,N,N,,N,032-625-7235,경기도 부천시청,2019-05-28,3860000,경기도 부천시
오정공원,경기도 부천시 오정로212번길 22,경기도 부천시 오정동 591,37.528322,126.795928,9,,기타,N,N,,N,032-625-7235,경기도 부천시청,2019-05-28,3860000,경기도 부천시
오정동179 세종아(2차),경기도 부천시 부천로476번가길 72,경기도 부천시 오정동 557-15,37.528322,126.795928,8,,기타,N,N,,N,032-625-7235,경기도 부천시청,2019-05-28,3860000,경기도 부천시
성지중학교 앞(맥도날드 쪽),,경상남도 거제시 옥포동 557,34.887517,128.692552,10,2016,거치형,Y,N,,N,055-639-4484,경상남도 거제시청,2019-08-14,5370000,경상남도 거제시
옥포 공영주차장 앞,,경상남도 거제시 옥포동 1915-1,34.8919812563,128.6956564,10,2016,거치형,Y,N,,N,055-639-4484,경상남도 거제시청,2019-08-14,5370000,경상남도 거제시
영화의거리 내(아델리스 103동 앞),부산광역시 해운대구 마린시티3로 51 (우동),부산광역시 해운대구 우동 1436-1,35.15401447,129.1458314,7,2015,거치형,Y,N,,N,051-749-4512,부산광역시 해운대구청,2020-06-26,3330000,부산광역시 해운대구
외곽순환도로 밑(탄천우안),경기도 성남시 분당구 양현로 353,경기도 성남시 분당구 야탑동 393,37.413256,127.100906,1,2010,거치형,N,N,,N,031-729-3302,성남시청,2020-06-30,3780000,경기도 성남시
NC백화점 옆,경기도 성남시 분당구 야탑로81번길 11,경기도 성남시 분당구 야탑동 357-1,37.410516,127.127282,3,2010,거치형,N,N,,N,031-729-3302,성남시청,2020-06-30,3780000,경기도 성남시
탄천볼링장 앞,경기도 성남시 분당구 탄천로 215,경기도 성남시 분당구 야탑동 486,37.410454,127.121206,2,2010,휀스형,N,N,,N,031-729-3302,성남시청,2020-06-30,3780000,경기도 성남시
세신옴니코아 빌딩 옆,경기도 성남시 분당구 야탑로 95,경기도 성남시 분당구 야탑동 367-4,37.410137,127.129245,1,2010,거치형,N,N,,N,031-729-3302,성남시청,2020-06-30,3780000,경기도 성남시
"야탑광장(1,2번출구) 공영주차장 입구",경기도 성남시 분당구 성남대로 920,경기도 성남시 분당구 야탑동 364-2,37.412267,127.130631,2,2010,거치형,N,N,,N,031-729-3302,성남시청,2020-06-30,3780000,경기도 성남시
홈플러스 앞,경기도 성남시 분당구 성남대로925번길 16,경기도 성남시 분당구 야탑동 341,37.412799,127.127382,2,2010,단독형,Y,N,,N,031-729-3302,성남시청,2020-06-30,3780000,경기도 성남시
아름사거리 미라보상가건물 앞,경기도 성남시 분당구 판교로 441,경기도 성남시 분당구 야탑동 533-5,37.405231,127.123527,1,2010,단독형,Y,N,,N,031-729-3302,성남시청,2020-06-30,3780000,경기도 성남시
하탑중학교 옆,경기도 성남시 분당구 벌말로 11,경기도 성남시 분당구 야탑동 520,37.408828,127.137322,6,2010,단독형,Y,N,,N,031-729-3302,성남시청,2020-06-30,3780000,경기도 성남시
하탑초교 후문,경기도 성남시 분당구 양현로 262,경기도 성남시 분당구 야탑2동 531,37.407346,127.126161,6,2010,단독형,Y,N,,N,031-729-3302,성남시청,2020-06-30,3780000,경기도 성남시
보해양조,전라남도 장성군 장성읍 보해길 41,전라남도 장성군 장성읍 영천리 100,35.3127696,126.799059,60,,,Y,N,,N,061-393-9661,보해양조,2019-06-30,4980000,전라남도 장성군
해주그린,전라남도 장성군 장성읍 방울샘길 46,전라남도 장성군 장성읍 영천리 842-14,35.304045,126.7927988629,40,,,N,N,,N,061-393-1989,장성군청,2019-06-30,4980000,전라남도 장성군
영천빌라,전라남도 장성군 장성읍 청운12길 13-5,전라남도 장성군 장성읍 영천리 1482-10,35.3064993,126.784935,20,,,Y,N,,N,061-393-1989,장성군청,2019-06-30,4980000,전라남도 장성군
구례터미널,전라남도 구례군 구례읍 중앙로 8,전라남도 구례군 구례읍 봉남리 1,35.2067377,127.4685385,14,,거치형,N,N,,N,061-780-2446,구례군청,2019-06-26,4870000,전라남도 구례군
섬진강어류생태관,전라남도 구례군 간전면 간전중앙로 47,전라남도 구례군 간전면 양천리 815-12,35.1875517,127.5455801,30,,기타,Y,N,,N,061-780-2446,구례군청,2019-06-26,4870000,전라남도 구례군
건강가정지원센터,전라남도 구례군 구례읍 구례로 508,전라남도 구례군 구례읍 봉동리 115-3,35.2063810,127.4702596,10,,거치형,N,N,,N,061-780-2446,구례군청,2019-06-26,4870000,전라남도 구례군
산동면사무소,전라남도 구례군 산동면 원촌길 114,전라남도 구례군 산동면 원촌리 186,35.3158821,127.4395518,10,,거치형,N,N,,N,061-780-2446,구례군청,2019-06-26,4870000,전라남도 구례군
반포4동 주민센터,서울특별시 서초구 사평대로28길 70,,37.4974379,127.0003038,10,2012,단독형,N,Y,수동식,N,02-2155-7236,서울특별시 서초구청,2019-05-30,3210000,서울특별시 서초구
반포도서관,서울특별시 서초구 고무래로 34,,37.5024352,127.0124167,20,2013,단독형,N,N,,N,02-2155-7236,서울특별시 서초구청,2019-05-30,3210000,서울특별시 서초구
서초구립 한우리정보문화센터,서울특별시 서초구 남부순환로340길 15,,37.4820217,127.0250418,10,2014,거치형,Y,N,,N,02-2155-7236,서울특별시 서초구청,2019-05-30,3210000,서울특별시 서초구
서초구민체육센터,서울특별시 서초구 사평대로 55,,37.4988259,126.9904937,31,,거치형,Y,N,,N,02-2155-7236,서울특별시 서초구청,2019-05-30,3210000,서울특별시 서초구
서초파출소,서울특별시 서초구 효령로 297,,37.4852638,127.0167261,4,,단독형,N,N,,N,02-2155-7236,서울특별시 서초구청,2019-05-30,3210000,서울특별시 서초구
반포지구대,서울특별시 서초구 신반포로 190,,37.5059466,127.0051728,10,,거치형,Y,N,,N,02-2155-7236,서울특별시 서초구청,2019-05-30,3210000,서울특별시 서초구
서초경찰서,서울특별시 서초구 반포대로 179,,37.4952559,127.0054603,9,2012,단독형,N,N,,N,02-2155-7236,서울특별시 서초구청,2019-05-30,3210000,서울특별시 서초구
서초구립중앙노인종합복지관,서울특별시 서초구 서초대로54길 45,,37.4922544,127.0167575,5,2012,단독형,N,N,,N,02-2155-7236,서울특별시 서초구청,2019-05-30,3210000,서울특별시 서초구
서초우체국,서울특별시 서초구 동산로 19,,37.4700682,127.0414828,25,2014,단독형,N,Y,기계식,N,02-2155-7236,서울특별시 서초구청,2019-05-30,3210000,서울특별시 서초구
내곡지구파출소,서울특별시 서초구 헌릉로 226,서울특별시 서초구 내곡동 184-1,37.45485861,127.0647207,7,2017,거치형,Y,N,,N,02-2155-7236,서울특별시 서초구청,2019-05-30,3210000,서울특별시 서초구
내곡도서관 앞,서울특별시 서초구 청계산로,서울특별시 서초구 신원동 328,37.452087,127.055641,16,2018,단독형,N,N,,N,02-2155-7236,서울특별시 서초구청,2019-05-30,3210000,서울특별시 서초구
영동1교 북측,서울특별시 서초구  강남대로,서울특별시 서초구 양재동 126-6,37.4745492,127.0375386,6,2012,단독형,N,N,,N,02-2155-7236,서울특별시 서초구청,2019-05-30,3210000,서울특별시 서초구
래미안퍼스티지 상가 고투몰 1번출구 서쪽,서울특별시 서초구 신반포로 100,,37.5030654,126.9956925,10,,거치형,Y,N,,N,02-2155-7236,서울특별시 서초구청,2019-05-30,3210000,서울특별시 서초구
광명사거리 5번 출구 앞,경기도 광명시 오리로 983,경기도 광명시 광명동 158-808번지,37.4792927,126.8538166,44,,거치형,,N,,N,02-2680-2939,광명시청 광역도로과,2019-09-09,3900000,경기도 광명시
광명사거리 3번 출구 앞,경기도 광명시 광명로 898,경기도 광명시 광명동 158-513번지,37.4789873,126.8545407,16,,거치형,,Y,수동식,N,02-2680-2939,광명시청 광역도로과,2019-09-09,3900000,경기도 광명시
광명사거리 1번 출구 앞,경기도 광명시 오리로 967-1,경기도 광명시 광명동 158-505번지,37.4787902,126.8554569,17,,거치형,,N,,N,02-2680-2939,광명시청 광역도로과,2019-09-09,3900000,경기도 광명시
광명북중학교 앞,경기도 광명시 시청로 121,경기도 광명시 철산동 59번지,37.4872094,126.8661479,42,,거치형,,N,,N,02-2680-2939,광명시청 광역도로과,2019-09-09,3900000,경기도 광명시
광명북고등학교 앞,경기도 광명시 시청로 127,경기도 광명시 철산동 59-1번지,37.4878231,126.8670627,21,,거치형,,N,,N,02-2680-2939,광명시청 광역도로과,2019-09-09,3900000,경기도 광명시
광명동 158-830(황소숯불구이) 앞,경기도 광명시 오리로 991,경기도 광명시 광명동 158-830번지,37.4795168,126.8529004,17,,거치형,,N,,N,02-2680-2939,광명시청 광역도로과,2019-09-09,3900000,경기도 광명시
광명동 158-809(조마루뼈다귀) 앞,경기도 광명시 오리로 987,경기도 광명시 광명동 158-809번지,37.4794004,126.853432,64,,거치형,,Y,수동식,N,02-2680-2939,광명시청 광역도로과,2019-09-09,3900000,경기도 광명시
광명동 158-195(광명리더스) 앞,경기도 광명시 오리로 992,경기도 광명시 광명동 158-195번지,37.4799588,126.8532386,7,,거치형,,N,,N,02-2680-2939,광명시청 광역도로과,2019-09-09,3900000,경기도 광명시
광명동 158-193 앞,경기도 광명시 오리로 990,경기도 광명시 광명동 158-193번지,37.4798239,126.8534537,10,,거치형,,N,,N,02-2680-2939,광명시청 광역도로과,2019-09-09,3900000,경기도 광명시
광명동 158-189 앞,경기도 광명시 오리로 986,경기도 광명시 광명동 158-189번지,37.4797613,126.8538156,3,,거치형,,N,,N,02-2680-2939,광명시청 광역도로과,2019-09-09,3900000,경기도 광명시
인일빌딩 앞,경기도 부천시 역곡로479,경기도 부천시 고강1동473-1,37.527199,126.815824,8,,기타,N,N,,N,032-625-7074,경기도 부천시청,2019-05-28,3860000,경기도 부천시
원종ic(사랑회사무실),경기도 부천시 소사로876,경기도 부천시 고강1동124-5,37.534351,126.807598,20,,기타,N,N,,N,032-625-7074,경기도 부천시청,2019-05-28,3860000,경기도 부천시
제일시장입구,경기도 부천시 성지로102,경기도 부천시 고강1동291-6,37.528271,126.811383,10,,기타,N,N,,N,032-625-7074,경기도 부천시청,2019-05-28,3860000,경기도 부천시
원종공원,경기도 부천시 삼작로416번길40,경기도 부천시 원종동358,37.518250,126.807640,20,,기타,N,N,,N,032-625-7074,경기도 부천시청,2019-05-28,3860000,경기도 부천시
까치울마을1단지주차장앞,경기도 부천시 작동로46,경기도 부천시 작동364,37.503526,126.766322,20,,휀스형,Y,N,,N,032-625-7074,경기도 부천시청,2019-05-28,3860000,경기도 부천시
까치울마을2단지주차장앞,경기도 부천시 작동로7번길11,경기도 부천시 작동343,37.503526,126.766322,40,,휀스형,Y,N,,N,032-625-7074,경기도 부천시청,2019-05-28,3860000,경기도 부천시
까치울마을3단지주차장앞,경기도 부천시 역곡로258번길79,경기도 부천시 작동371-4,37.503526,126.766322,20,,휀스형,Y,N,,N,032-625-7074,경기도 부천시청,2019-05-28,3860000,경기도 부천시
영정천약수터 입구,경기도 부천시 삼작로496번길65,경기도 부천시 작동42-6,37.503526,126.766322,10,,기타,N,N,,N,032-625-7074,경기도 부천시청,2019-05-28,3860000,경기도 부천시
기업은행 앞,경기도 부천시 소사로706,경기도 부천시 원종동372-5,37.518784,126.805165,10,,기타,N,N,,N,032-625-7074,경기도 부천시청,2019-05-28,3860000,경기도 부천시
성곡농협 앞,경기도 부천시 수도로362,경기도 부천시 원종동374,37.520732,126.804478,10,,기타,N,N,,N,032-625-7074,경기도 부천시청,2019-05-28,3860000,경기도 부천시
하이마트 앞,경기도 부천시 소사로672,경기도 부천시 여월동48-5,37.515932,126.803808,10,,기타,N,N,,N,032-625-7074,경기도 부천시청,2019-05-28,3860000,경기도 부천시
여월중학교,경기도 부천시 성곡로57번길25,경기도 부천시 여월동68,37.517104,126.797658,24,,기타,N,N,,N,032-625-7074,경기도 부천시청,2019-05-28,3860000,경기도 부천시
중소기업은행옆,경기도 부천시 소사로706,경기도 부천시 원종동372-5,37.518784,126.805165,20,,기타,N,N,,N,032-625-7074,경기도 부천시청,2019-05-28,3860000,경기도 부천시
여월중학교,경기도 부천시 성곡로57번길25,경기도 부천시 여월동68,37.517104,126.797658,20,,기타,N,N,,N,032-625-7074,경기도 부천시청,2019-05-28,3860000,경기도 부천시
한강프라지약국,경기도 부천시 삼작로391,경기도 부천시 원종동373-10,37.519983,126.805225,5,,기타,N,N,,N,032-625-7074,경기도 부천시청,2019-05-28,3860000,경기도 부천시
은데미공원 근처,경기도 부천시 성지로20,경기도 부천시 고강동298-18,37.520943,126.811986,18,,휀스형,Y,N,,N,032-625-7074,경기도 부천시청,2019-05-28,3860000,경기도 부천시
오정경찰서,경기도 부천시 소사로631,경기도 부천시 여월동304,37.514285,126.800486,5,,기타,N,N,,N,032-625-7074,경기도 부천시청,2019-05-28,3860000,경기도 부천시
까치울역 3번출구,경기도 부천시 까치로6번길40,경기도 부천시 작동434,37.503526,126.766322,63,,기타,N,N,,N,032-625-7074,경기도 부천시청,2019-05-28,3860000,경기도 부천시
까치울역 5번출구,경기도 부천시 까치로6번길40,경기도 부천시 작동434,37.503526,126.766322,15,,기타,N,N,,N,032-625-7074,경기도 부천시청,2019-05-28,3860000,경기도 부천시
삼정공원,경기도 부천시,경기도 부천시 삼정동 208,37.520375,126.772323,9,,기타,N,N,,N,032-625-7235,경기도 부천시청,2019-05-28,3860000,경기도 부천시
감리교회 앞,경기도 부천시 수도로 183,경기도 부천시 내동 315,37.519339,126.785371,10,,기타,N,N,,N,032-625-7235,경기도 부천시청,2019-05-28,3860000,경기도 부천시
삼정동 어린이 공원,경기도 부천시 석천로356번길 31-5,경기도 부천시 삼정동 284,37.518667,126.767498,10,,기타,N,N,,N,032-625-7235,경기도 부천시청,2019-05-28,3860000,경기도 부천시
미성주유소 옆,경기도 부천시 소사로709,경기도 부천시 원종동375-3,37.519245,126.804456,20,,기타,N,N,,N,032-625-7074,경기도 부천시청,2019-05-28,3860000,경기도 부천시
내동중학교(차양막),경기도 부천시 석천로356번길 31-5,경기도 부천시 내동 27,37.517924,126.774060,20,,기타,Y,N,,N,032-625-7235,경기도 부천시청,2019-05-28,3860000,경기도 부천시
광명6동 주민센터,경기도 광명시 광명로791번길 6,경기도 광명시 광명동 786번지,37.4710148,126.8485199,10,,거치형,,N,,N,02-2680-6606,광명6동 주민센터,2019-09-09,3900000,경기도 광명시
광명5동 주민센터,경기도 광명시 너부대로35번길 20,경기도 광명시 광명동 170번지,37.4786269,126.8475094,7,,거치형,,N,,N,02-2680-6605,광명5동 주민센터,2019-09-09,3900000,경기도 광명시
광명1동 주민센터,경기도 광명시 광복로31번길 10,경기도 광명시 광명동 9-33번지,37.4885387,126.862629,7,,거치형,,N,,N,02-2680-6601,광명1동 주민센터,2019-09-09,3900000,경기도 광명시
KTX 광명역사 5번출구 앞,경기도 광명시 광명역로 21,경기도 광명시 일직동 276-8번지,37.4161859,126.8850627,20,,거치형,,Y,수동식,N,02-2680-2939,광명시청 광역도로과,2019-09-09,3900000,경기도 광명시
성산면사무소,전라북도 군산시 성산면 송호로 222 (고봉리),전라북도 군산시 성산면 고봉리 283-2,35.9896337558,126.7860085175,7,2013,거치형,N,N,,N,063-454-7226,성산면사무소,2019-09-06,4670000,전라북도 군산시
대야면사무소,전라북도 군산시 대야면 석화로 7 (지경리),전라북도 군산시 대야면 지경리 731-6,35.9465153,126.8114882,7,2011,거치형,N,Y,수동식,N,063-454-7169,대야면사무소,2019-09-06,4670000,전라북도 군산시
스카이웨이 주차장,부산광역시 동구 초량로 108번길 62 (초량동),,35.12016744,129.0314472,20,,,Y,N,,N,051-440-4554,부산광역시 동구,2020-09-26,3270000,부산광역시 동구
동대문역 6번출구 뒤,서울특별시 종로구 종로 294 (창신동),서울특별시 종로구 창신동 464-6,37.571580,127.010600,17,2009,거치형,N,Y,수동식,N,02-2148-3277,종로구 교통행정과,2020-07-10,3000000,서울특별시 종로구
종로구민회관,"서울특별시 종로구 지봉로5길 7-5, 종로구구민회관, 보건소통합청 (창신동)","서울특별시 종로구 창신동 222-8 종로구구민회관, 보건소통합청",37.573460,127.014400,14,2012,휀스형,N,N,,N,02-2148-3277,종로구 교통행정과,2020-07-10,3000000,서울특별시 종로구
혜화동로터리,서울특별시 종로구 창경궁로 269-1 (혜화동),서울특별시 종로구 혜화동 122-5,37.585410,127.000700,7,2015,단독형,N,Y,태양광식,N,02-2148-3277,종로구 교통행정과,2020-07-10,3000000,서울특별시 종로구
동성중고앞-2,"서울특별시 종로구 대학로 156, 동성중고교,카톨릭청소년회관 (혜화동)","서울특별시 종로구 혜화동 90-7 동성중고교,카톨릭청소년회관",37.585200,127.001400,26,2010,단독형,N,Y,수동식,N,02-2148-3277,종로구 교통행정과,2020-07-10,3000000,서울특별시 종로구
동성중고앞-1,"서울특별시 종로구 대학로 156, 동성중고교,카톨릭청소년회관 (혜화동)","서울특별시 종로구 혜화동 90-7 동성중고교,카톨릭청소년회관",37.584930,127.001500,7,2010,단독형,N,N,,N,02-2148-3277,종로구 교통행정과,2020-07-10,3000000,서울특별시 종로구
혜화역 4번 출구,서울특별시 종로구 대학로 145-1 (혜화동),서울특별시 종로구 혜화동 148-2,37.584210,127.001400,7,2009,휀스형,N,N,,N,02-2148-3277,종로구 교통행정과,2020-07-10,3000000,서울특별시 종로구
혜화역 4번 출구,서울특별시 종로구 대학로 141 (혜화동),서울특별시 종로구 혜화동 166-4,37.583890,127.001400,6,2015,단독형,N,Y,수동식,N,02-2148-3277,종로구 교통행정과,2020-07-10,3000000,서울특별시 종로구
혜화역 3번출구,서울특별시 종로구 대학로 103 (연건동),서울특별시 종로구 연건동 28-2,37.580820,127.001900,7,2016,단독형,N,N,,N,02-2148-3277,종로구 교통행정과,2020-07-10,3000000,서울특별시 종로구
이화사거리,"서울특별시 종로구 대학로 60, 동마루빌딩(현대자동차) (연건동)",서울특별시 종로구 연건동 178-1 동마루빌딩(현대자동차),37.576480,127.002200,20,2013,단독형,N,Y,수동식,N,02-2148-3277,종로구 교통행정과,2020-07-10,3000000,서울특별시 종로구
동숭동 백동어린이공원,서울특별시 종로구 동숭4나길 13 (동숭동),서울특별시 종로구 동숭동 7-15,37.583110,127.004800,21,2014,휀스형,N,Y,수동식,N,02-2148-3277,종로구 교통행정과,2020-07-10,3000000,서울특별시 종로구
종로5가역 1번 출구,서울특별시 종로구 종로 211-1 (종로5가),서울특별시 종로구 종로5가 91,37.570970,127.001300,10,2013,단독형,N,Y,수동식,N,02-2148-3277,종로구 교통행정과,2020-07-10,3000000,서울특별시 종로구
당산동 인곡빌딩 앞,서울특별시 영등포구 양산로19길 8,서울특별시 영등포구 당산동3가 370,37.5248699747,126.895132,24,2001,거치형,Y,N,,N,02-2670-3873,서울특별시 영등포구청,2020-09-21,3180000,서울특별시 영등포구
중앙보훈병원역 1.3번출구 자전거주차장,,서울특별시 강동구 둔촌동 6-3,37.529297,127.148921,200,2018,기타,Y,N,,N,02-2656-0938,9호선 운영주식회사,2019-06-10,6110000,서울특별시
장성군청,전라남도 장성군 장성읍 영천로 200,전라남도 장성군 장성읍 영천리 1061-2,35.301856,126.784595,10,,,Y,N,,N,061-393-1989,장성군청,2019-06-30,4980000,전라남도 장성군
장성읍사무소,전라남도 장성군 장성읍 영천로 211,전라남도 장성군 장성읍 영천리 1105-1,35.303257,126.785421,14,,,N,N,,N,061-393-1989,장성군청,2019-06-30,4980000,전라남도 장성군
장성보건소,전라남도 장성군 장성읍 청운11길 13,전라남도 장성군 장성읍 영천리 1475-4,35.304527,126.7824532467,7,,,N,N,,N,061-393-1989,장성군청,2019-06-30,4980000,전라남도 장성군
장성사랑의집,전라남도 장성군 장성읍 청운11길 3,전라남도 장성군 장성읍 영천리 1474-1,35.303751,126.782425,10,,,Y,N,,N,061-393-1989,장성군청,2019-06-30,4980000,전라남도 장성군
장성역,전라남도 장성군 장성읍 역전로 87,전라남도 장성군 장성읍 영천리 1273-5,35.299759,126.780142,10,,,Y,N,,N,061-393-1989,장성군청,2019-06-30,4980000,전라남도 장성군
장성공영버스터미널,전라남도 장성군 장성읍 영천로 125-7,전라남도 장성군 장성읍 영천리 1273-154,35.296749,126.780601,22,,,N,N,,N,061-393-1989,장성군청,2019-06-30,4980000,전라남도 장성군
장성공공도서관,전라남도 장성군 장성읍 청운7길 22,전라남도 장성군 장성읍 영천리 1481-5,35.3045976,126.784685,10,,,Y,N,,N,061-399-1611,장성교육청,2019-06-30,4980000,전라남도 장성군
장성실업고등학교,전라남도 장성군 장성읍 단풍로 72,전라남도 장성군 장성읍 영천리 615,35.309654,126.794181,60,,,Y,N,,N,061-392-4462,장성교육청,2019-06-30,4980000,전라남도 장성군
장성중학교,전라남도 장성군 장성읍 단풍로 52,전라남도 장성군 장성읍 영천리 610-2,35.309064,126.792754,150,,,Y,N,,N,061-392-1602,장성교육청,2019-06-30,4980000,전라남도 장성군
장성고등학교,전라남도 장성군 장성읍 영천월산길 63,전라남도 장성군 장성읍 영천리 203,35.308822,126.798128,40,,,Y,N,,N,061-393-8385,장성교육청,2019-06-30,4980000,전라남도 장성군
