업체명,사업장구분,소재지도로명주소,소재지지번주소,위도,경도,차고지도로명주소,차고지지번주소,보유차고지수용능력,자동차총보유대수,승용차보유대수,승합차보유대수,전기승용자동차보유대수,전기승합자동차보유대수,경차요금,소형차요금,중형차요금,대형차요금,승합차요금,레저용차요금,수입차요금,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,공휴일운영시작시각,공휴일운영종료시각,휴무일,홈페이지주소,대표자명,전화번호,데이터기준일자,제공기관코드,제공기관명
㈜제스퍼앤컴퍼니,주사업장,"서울특별시 금천구 서부샛길 606, 비동 2203호(가산동, 대성디폴리스지식산업센터)",서울특별시 금천구 가산동 543-1,37.47995413,126.8770095,서울특별시 강서구 마곡동로10길 46,,,66,66,0,0,0,,,,,,,,09:00,18:00,,,,,,,송윤화,02-3775-1967,2020-09-07,3170000,서울특별시 금천구
㈜오케이렌트카 울산바른영업소,영업소,,"울산광역시 남구 달동 118-1, B205",35.5365607,129.326488,울산광역시 중구 옥골샘3길 6,울산광역시 중구 학산동 167-4,,9,9,0,0,0,,,,,,,,09:00,18:00,,,,,,,,052-227-4572,2020-08-12,6310000,울산광역시
㈜오케이렌트카 울산북구영업소,영업소,,울산광역시 북구 명촌지구 58B-13L,35.57172698,129.3583042,울산광역시 북구 진장동 명촌지구 60B-2L,,,24,23,1,0,0,,,,,,,,09:00,18:00,,,,,,,,052-283-4500,2020-08-12,6310000,울산광역시
㈜오케이렌트카 울산영업소,영업소,,울산광역시 남구 달동 1288-7,35.534094,129.334477,울산광역시 남구 달동 1288-7,,,14,13,1,0,0,,,,,,,,09:00,18:00,,,,,,,,052-276-3030,2020-08-12,6310000,울산광역시
㈜우등렌트카 울산영업소,영업소,"울산광역시 남구 중앙로151번길 2, 2층",,35.53445666,129.313434,울산광역시 남구 삼산로55번길 6-1,,,0,0,0,0,0,,,,,,,,09:00,18:00,,,,,,,,052-708-9000,2020-08-12,6310000,울산광역시
㈜유카네트웍스 울산역영업소,영업소,,울산광역시 울주군 삼남면 신화리 산3,35.553056,129.138911,울산광역시 울주군 삼남면 신화리 24-3,,,50,50,0,0,0,,,,,,,,09:00,19:00,,,,,,,,052-264-4242,2020-08-12,6310000,울산광역시
㈜조이렌트카 울산영업소,영업소,울산광역시 남구 장생포고래로 292,,35.50536851,129.3853324,울산광역시 남구 장생포고래로 292,,,1,1,0,0,0,,,,,,,,09:00,18:00,,,,,,,,051-323-2449,2020-08-12,6310000,울산광역시
㈜칸렌트카 울산영업소,영업소,"울산광역시 남구 돋질로139번길 6, 스카이파크 101호","울산광역시 남구 신정동 165-6, 스카이파크 101호",35.54087116,129.3207514,울산광역시 남구 대학로84번길 9-1,,,13,12,1,0,0,,,,,,,,09:00,18:00,,,,,,,,052-256-9191,2020-08-12,6310000,울산광역시
㈜케이제이렌트카 울주영업소,영업소,"울산광역시 중구 북부순환도로 876, 2층",울산광역시 중구 서동 54-3,35.5803269,129.3458683,울산광역시 중구 북부순환도로 876,울산광역시 중구 서동 54-3,,18,17,1,0,0,,,,,,,,09:00,18:00,,,,,,,,052-268-5855,2020-08-12,6310000,울산광역시
㈜케이제이렌트카 울산영업소,영업소,"울산광역시 북구 진장유통로 8-10, 202호",울산광역시 북구 진장동 285-6,35.5710741,129.3579852,울산광역시 북구 진장유통로 8-10,울산광역시 북구 진장동 285-6,,12,12,0,0,0,,,,,,,,09:00,18:00,,,,,,,,052-294-8385,2020-08-12,6310000,울산광역시
㈜플러스렌트카 울산영업소,영업소,울산광역시 중구 가구거리 86,,35.55737711,129.3405583,울산광역시 남구 봉월로 68(신정동),,,9,9,0,0,0,,,,,,,,09:00,18:00,,,,,,,,052-227-4982,2020-08-12,6310000,울산광역시
㈜한지렌트카 울산영업소,영업소,울산광역시 중구 내황2길 9,,35.553522,129.3414993,울산광역시 남구 삼산동 1630-9,,,73,67,6,0,0,,,,,,,,09:00,18:00,,,,,,,,052-283-2115,2020-08-12,6310000,울산광역시
㈜한진렌트카 울산삼산영업소,영업소,,울산광역시 울주군 삼남면 신화리 1609,35.5466407,129.139954,울산광역시 남구 삼산동 1542-8,,,14,13,1,0,0,,,,,,,,09:00,18:00,,,,,,,,052-903-8387,2020-08-12,6310000,울산광역시
㈜한진렌트카 울산영업소,영업소,울산광역시 남구 왕생로45번길 10,울산광역시 달동 1250-1,35.537501,129.3306905,울산광역시 남구 달동 1250-1,,,25,23,2,0,0,,,,,,,,09:00,18:00,,,,,,,,052-900-5440,2020-08-12,6310000,울산광역시
㈜와이렌트카,주사업장,"서울특별시 금천구 시흥대로 399, 5층 F511호(독산동)","서울특별시 금천구 독산동 291-5, 5층 F511호(독산동)",37.4693273,126.897077,서울특별시 서초구 양재대로12길 25,"서울특별시 서초구 양재동 225, 225-4,5, 226",,276,262,14,0,0,,,,,,,,09:00,19:00,,,,,,,박기동,02-3286-3031,2020-09-07,3170000,서울특별시 금천구
㈜와이렌트카 남원영업소,영업소,"전라북도 남원시 광한북로 105, 1층",전라북도 남원시 동충동 212-1,35.4120415,127.3818323,전라북도 남원시 주천면 원천로 420-5,전라북도 남원시 주천면 호기리 265-2,,23,20,3,0,0,,,,,,,,09:00,19:00,,,,,,,박기동,02-3286-3031,2020-09-07,3170000,서울특별시 금천구
㈜와이렌트카 구로영업소,영업소,서울특별시 구로구 오리로 1100,서울특별시 구로구 천왕동 산13-1,37.48340499,126.8421347,서울특별시 서초구 양재대로12길 25,"서울특별시 서초구 양재동 225, 225-4,5, 226",,0,0,0,0,0,,,,,,,,09:00,19:00,,,,,,,박기동,02-3286-3031,2020-09-07,3170000,서울특별시 금천구
㈜와이렌트카 신림영업소,영업소,서울특별시 관악구 남부순환로 1573,서울특별시 관악구 신림동 1464-20,37.4838645,126.9252727,서울특별시 서초구 양재대로12길 25,"서울특별시 서초구 양재동 225, 225-4,5, 226",,0,0,0,0,0,,,,,,,,09:00,19:00,,,,,,,박기동,02-3286-3031,2020-09-07,3170000,서울특별시 금천구
㈜와이렌트카 중구영업소,영업소,서울특별시 중구 다산로 33길23,서울특별시 중구 신당동 304-489,37.56256004,127.0135413,경기도 구리시 경춘북로 299(대일주차장),,,0,0,0,0,0,,,,,,,,09:00,19:00,,,,,,,박기동,02-3286-3031,2020-09-07,3170000,서울특별시 금천구
㈜와이렌트카 강서영업소,영업소,"서울특별시 강서구 화곡로 292(화곡동, 서광프리메라)","서울특별시 강서구 화곡동 981-1, 306호(서광프리메라))",37.55018512,126.848775,서울특별시 서초구 양재대로12길 25,"서울특별시 서초구 양재동 225, 225-4,5, 226",,0,0,0,0,0,,,,,,,,09:00,19:00,,,,,,,박기동,02-3286-3031,2020-09-07,3170000,서울특별시 금천구
㈜뉴현대드림렌트카,주사업장,"서울특별시 금천구 두산로70, A동 T209호",서울특별시 금천구 독산동 291-1,37.46892203,126.8956206571,서울특별시 마포구 토정로 193,서울특별시 마포구 구수동 60,,80,70,10,0,0,,,,,,,,09:00,18:00,,,,,,,임종천,070-4680-4700,2020-09-07,3170000,서울특별시 금천구
클로버렌트카,주사업장,"서울특별시 서초구 효령로 92, 2층 21,22호(방배동, 대우프라자)",서울특별시 서초구 방배동 1038,37.4801618191,126.9945967630,서울특별시 관악구 남현동 산99-19,서울특별시 관악구 남현동 산99-19,495,0,0,0,0,0,,,,,,,,09:00,18:00,,,,,,,,02-525-3860,2020-10-16,3210000,서울특별시 서초구
클로버렌트카,주사업장,"서울특별시 서초구 효령로 92, 2층 21,22호(방배동, 대우프라자)",서울특별시 서초구 방배동 1038,37.4801618191,126.9945967630,서울특별시 서초구 방배동 916-4,서울특별시 서초구 방배동 916-4,143,36,36,0,0,0,,,,,,,,09:00,18:00,,,,,,,,02-525-3860,2020-10-16,3210000,서울특별시 서초구
클로버렌트카,영업소,경기도 평택시 청북읍 고잔6길 119-13,경기도 평택시 청북읍 고잔리 996-15,37.0408742307,126.8937160180,경기도 평택시 청북읍 고잔6길 119-13,경기도 평택시 청북읍 고잔리 996-15,1398,191,175,16,0,0,,,,,,,,09:00,18:00,,,,,,,,02-525-3860,2020-10-16,3210000,서울특별시 서초구
강남렌트카,주사업장,"서울특별시 서초구 바우뫼로41길 72-2,301호",서울특별시 서초구 양재동 7-37,37.4835410842,127.0402323024,서울특별시 영등포구 국회대로22길 20,서울특별시 영등포구 양평동3가 57-3,880,38,38,0,0,0,,,,,,,,09:00,18:00,,,,,,,,02-575-6486,2020-10-16,3210000,서울특별시 서초구
강남렌트카,영업소,"경기도 성남시 수정구 시민로 173,지하1층",경기도 성남시 수정구 신흥동 5491,37.4433923217,127.1423573278,경기도 성남시 분당구 서현로180번길 19,경기도 성남시 분당구 서현동 256,390,30,30,0,0,0,,,,,,,,09:00,18:00,,,,,,,,02-575-6486,2020-10-16,3210000,서울특별시 서초구
빵빵카,주사업장,서울특별시 서초구 신반포로23길 78-9,서울특별시 서초구 잠원동 71-5,37.5117254254,127.0056493708,서울특별시 서초구 성촌4길 19,서울특별시 서초구 우면동 674,1200,80,78,2,0,0,,,,,,,,09:00,18:00,,,,,,,,02-592-0079,2020-10-16,3210000,서울특별시 서초구
빵빵카,주사업장,서울특별시 서초구 신반포로23길 78-9,서울특별시 서초구 잠원동 71-5,37.5117254254,127.0056493708,서울특별시 서초구 우면동 700,서울특별시 서초구 우면동 700,330,12,12,0,0,0,,,,,,,,09:00,18:00,,,,,,,,02-592-0079,2020-10-16,3210000,서울특별시 서초구
케이티앤에스,주사업장,"서울특별시 서초구 잠원로4길 54 , 116호(잠원동,매일종합상가)",서울특별시 서초구 잠원동 60-3,37.5130353825,127.0127548818,서울특별시 성북구 보문로 168,서울특별시 성북구 삼선동5가 411,195,28,28,0,0,0,,,,,,,,09:00,18:00,,,,,,,,02-533-1421,2020-10-16,3210000,서울특별시 서초구
㈜드림관광렌트카,주사업장,경상북도 칠곡군 동명면 경북대로 171,경상북도 칠곡군 동명면 봉암리 43-4,35.97659807,128.5537436,경상북도 칠곡군 동명면 경북대로 171,,,53,30,23,0,0,,,,,,,,09:00,18:00,09:00,18:00,09:00,18:00,,없음,박혜영,053-313-2366,2020-07-01,5220000,경상북도 칠곡군
동부렌트카 장흥영업소,영업소,전라남도 장흥군 장흥읍 남부관광로22,전라남도 장흥군 장흥읍 건산리 208-7,34.676435,126.911956,전라남도 장흥군 장흥읍 남부관광로22,전라남도 장흥군 장흥읍 건산리 208-7,220,12,10,2,0,0,0,0,0,0,0,0,0,09:00,18:00,09:00,18:00,09:00,18:00,,,황인신,061-862-8033,2020-07-13,4910000,전라남도 장흥군
한길렌트카 장흥영업소,영업소,전라남도 장흥군 장흥읍 장흥로90,전라남도 장흥군 장흥읍 원도리 279-1,34.685448285,126.912166208,전라남도 장흥군 장흥읍 장흥로90,전라남도 장흥군 장흥읍 원도리 279-1,300,3,2,1,0,0,0,0,0,0,0,0,0,09:00,18:00,09:00,18:00,09:00,18:00,,,임양배,061-862-7899,2020-07-13,4910000,전라남도 장흥군
㈜정투청렌트카,주사업장,경상북도 문경시 모전로 177,,36.596588,128.1874528955,경상북도 문경시 신기로 70,,,50,44,6,0,0,,,,,,,,09:00,18:00,,,,,,,,054-552-7790,2020-07-10,5120000,경상북도 문경시
골드렌트카,영업소,경상북도 문경시 점촌역길 3,,36.595436,128.202761,경상북도 문경시 점촌역길 3,,,6,4,2,0,0,,,,,,,,09:00,18:00,,,,,,,,054-555-3100,2020-07-10,5120000,경상북도 문경시
㈜경원렌트카 문경영업소,영업소,경상북도 문경시 신흥로 154,,36.594685,128.201945,경상북도 문경시 공평동 51-4,,,6,4,2,0,0,,,,,,,,09:00,18:00,,,,,,,,054-552-2700,2020-07-10,5120000,경상북도 문경시
㈜영호렌트카 문경영업소,영업소,경상북도 문경시 신흥로 21,,36.5859013076,128.1942329,경상북도 문경시 농암면 청화로 1123,,,7,4,3,0,0,,,,,,,,09:00,18:00,,,,,,,,054-555-6420,2020-07-10,5120000,경상북도 문경시
㈜인스렌터카 문경영업소,영업소,경상북도 문경시 용지마길 11,,36.5820238879,128.1948726067,경상북도 문경시 용지마길 11,,,7,7,0,0,0,,,,,,,,09:00,18:00,,,,,,,,054-555-0051,2020-07-10,5120000,경상북도 문경시
조은렌트카㈜ 문경영업소,영업소,경상북도 문경시 매봉로 121,,36.5918172184,128.186136,경상북도 문경시 매봉로 121,,,7,1,6,0,0,,,,,,,,09:00,18:00,,,,,,,,054-556-8254,2020-07-10,5120000,경상북도 문경시
㈜굿모닝렌트카 문경영업소,영업소,경상북도 문경시 매봉로 104,,36.5911937422,128.1843626906,경상북도 문경시 매봉로 104,,,7,7,0,0,0,,,,,,,,09:00,18:00,,,,,,,,054-553-3839,2020-07-10,5120000,경상북도 문경시
MK렌트카 문경영업소,영업소,경상북도 문경시 매봉로 104,,36.5911937422,128.1843626906,경상북도 문경시 매봉로 104,,,13,12,1,0,0,,,,,,,,09:00,18:00,,,,,,,,054-553-3839,2020-07-10,5120000,경상북도 문경시
롯데렌탈카,영업소,경상북도 문경시 중앙로 3-7,,36.5873162164,128.1918791931,경상북도 문경시 모전동 106-73,,,10,8,2,0,0,,,,,,,,09:00,18:00,,,,,,,,054-556-5645,2020-07-10,5120000,경상북도 문경시
유한회사 피제이렌트카,영업소,전라남도 곡성군 옥과면 지방길 10,,35.2891356333,127.1052262345,전라남도 곡성군 오곡면 덕산리 233-1,,,131,128,3,0,0,,,,,,,,10:00,16:00,,,,,,,,062-232-7070,2020-07-10,4860000,전라남도 곡성군
(주)금성,주사업장,강원도 춘천시 공원4길 2,,37.8614075,127.7252249,강원도 춘천시 중앙로1가 91,,52,368,147,221,0,0,0,0,0,0,0,0,0,09:00,18:00,09:00,18:00,09:00,18:00,0,0,이송휘,033-252-5355,2020-07-13,4180000,강원도 춘천시
제너스렌트카(주),주사업장,강원도 춘천시 효석로 9-4,,37.86472064,127.733114,강원도 춘천시 효석로 9-4,,1208,70,64,6,0,0,0,0,0,0,0,0,0,09:00,18:00,09:00,18:00,09:00,18:00,0,0,이종안,033-243-5888,2020-07-13,4180000,강원도 춘천시
대한렌트카(주),주사업장,강원도 춘천시 효자로 41,,37.868064,127.7285179,강원도 춘천시 효자로 41,,1332,270,232,38,0,0,0,0,0,0,0,0,0,09:00,18:00,09:00,18:00,09:00,18:00,0,0,강주만,033-256-3006,2020-07-13,4180000,강원도 춘천시
가렌트카㈜,주사업장,"부산시 강서구 낙동북로 364, 2층(대저1동)",,35.21193991,128.9680876,,경남 김해시 한림면 신청리 211-3,,54,51,3,0,0,,,,,,,,09:00,18:00,,,,,,,,051-639-7725,2020-06-01,6260000,부산광역시
㈜삼천리렌트카,주사업장,부산시 강서구 공항진입로 24,,35.18140915,128.9556808,,부산시 북구 구포동 1060-469,,417,358,59,0,0,,,,,,,,09:00,18:00,,,,,,,,051-341-3131,2020-06-01,6260000,부산광역시
가자렌트카㈜,주사업장,,부산시 해운대구 반여동 878,35.20798937,129.1246086,,부산시 해운대구 반여동 878,,63,55,8,0,0,,,,,,,,09:00,18:00,,,,,,,,051-558-0400,2020-06-01,6260000,부산광역시
㈜삼성렌트카,주사업장,,부산시 강서구 대저2동 2405-2,35.17537424,128.9505381,,부산시 강서구 대저2동 2405-2,,130,120,10,0,0,,,,,,,,09:00,18:00,,,,,,,,051-973-7000,2020-06-01,6260000,부산광역시
㈜세명SM렌트카,주사업장,부산시 영도구 태종로 410(청학동),,35.0905808,129.0661295,,부산시 영도구 청학동 59-17,,74,52,22,0,0,,,,,,,,09:00,18:00,,,,,,,,051-416-5400,2020-06-01,6260000,부산광역시
㈜예스굿모닝,주사업장,부산시 남구 우암로 375(문현동),,35.13542159,129.066561,부산시 남구 우암로 375(문현동),,,183,172,11,0,0,,,,,,,,09:00,18:00,,,,,,,,051-893-0313,2020-06-01,6260000,부산광역시
㈜행복오토랜드렌트카,주사업장,,부산시 사상구 학장동 169-2,35.13739369,128.9948224,,부산시 사상구 학장동 153,,50,45,5,0,0,,,,,,,,09:00,18:00,,,,,,,,051-327-7114,2020-06-01,6260000,부산광역시
㈜새가람렌트카,주사업장,,부산시 부산진구 당감동 807-1,35.16818044,129.0267136,,부산시 부산진구 당감동 807-1,,79,56,23,0,0,,,,,,,,09:00,18:00,,,,,,,,051-325-7000,2020-06-01,6260000,부산광역시
㈜건아렌트카,주사업장,부산시 연제구 반송로 68,,35.1898013,129.0869485,부산시 연제구 반송로 68,,,52,51,1,0,0,,,,,,,,09:00,18:00,,,,,,,,051-866-1124,2020-06-01,6260000,부산광역시
㈜나이스렌트카,주사업장,부산시 수영구 연수로 385-1(수영동),,35.1696725622,129.1121446409,부산시 수영구 연수로 385-1(수영동),,,104,102,2,0,0,,,,,,,,09:00,18:00,,,,,,,,051-623-9998,2020-06-01,6260000,부산광역시
애플렌트㈜,주사업장,부산시 해운대구 반여로 116,,35.20183904,129.1239527,부산시 해운대구 반여로 116,,,56,51,5,0,0,,,,,,,,09:00,18:00,,,,,,,,051-752-9399,2020-06-01,6260000,부산광역시
㈜삼일렌트카,주사업장,,부산시 해운대구 중동 1764-13(중동),35.16606732,129.1710332,,부산시 해운대구 중동 1764-13(중동),,61,54,7,0,0,,,,,,,,09:00,18:00,,,,,,,,051-731-3134,2020-06-01,6260000,부산광역시
㈜포시즌렌트카,주사업장,부산시 부산진구 중앙대로 987(양정동),,35.17751856,129.0744888,,부산시 부산진구 양정동 149-2,,98,91,7,0,0,,,,,,,,09:00,18:00,,,,,,,,051-554-5666,2020-06-01,6260000,부산광역시
제일렌트카㈜,주사업장,,부산시 사상구 감전동 134-18,35.15480453,128.9898432,,부산시 사상구 감전동 134-18 외 2필지,,89,81,8,0,0,,,,,,,,09:00,18:00,,,,,,,,051-208-1214,2020-06-01,6260000,부산광역시
㈜위드렌터카,주사업장,부산시 동구 중앙대로 536(범일동),,35.14111359,129.0568359,부산시 강서구 녹산산업북로 119(송정동),,,180,167,13,0,0,,,,,,,,09:00,18:00,,,,,,,,051-808-6000,2020-06-01,6260000,부산광역시
㈜새부산렌탈,주사업장,부산시 동래구 아시아드대로184번길 8(사직동),,35.20035191,129.065181,부산시 동래구 아시아드대로184번길 8(사직동),,,65,41,24,0,0,,,,,,,,09:00,18:00,,,,,,,,051-504-6666,2020-06-01,6260000,부산광역시
㈜뉴굿타임렌트카,주사업장,부산시 부산진구 가야대로589번길 11(가야동),,35.15548772,129.0363551,,부산시 부산진구 전포동 674-4번지 외 3필지,,70,61,9,0,0,,,,,,,,09:00,18:00,,,,,,,,1600-4412,2020-06-01,6260000,부산광역시
㈜바이펙스,주사업장,부산시 금정구 중앙대로 1817,,35.2463952,129.092374,,부산시 기장군 장안읍 기룡리 1115,,71,69,2,0,0,,,,,,,,09:00,18:00,,,,,,,,051-441-5252,2020-06-01,6260000,부산광역시
㈜더바른렌터카,주사업장,부산시 수영구 수영로 397-19(남천동),,35.14230161,129.1074401,부산시 수영구 수영로 397-19(남천동),,,107,106,1,0,0,,,,,,,,09:00,18:00,,,,,,,,051-625-2664,2020-06-01,6260000,부산광역시
㈜일박이일렌트카,주사업장,부산시 연제구 중앙대로 1140,,35.18942917,129.0812009,"부산시 연제구 중앙대로 1140, 8층",,,136,111,25,0,0,,,,,,,,09:00,18:00,,,,,,,,051-892-3000,2020-06-01,6260000,부산광역시
㈜대동렌트카,주사업장,부산시 강서구 공항진입로 24,,35.18140915,128.9556808,,부산시 북구 구포동 1035-2 외 2필지,,149,136,13,0,0,,,,,,,,09:00,18:00,,,,,,,,051-341-3131,2020-06-01,6260000,부산광역시
㈜붐렌트카,주사업장,부산시 연제구 중앙대로 1253(거제동),,35.19901174,129.0780776,,부산시 동래구 칠산동 291-1,,121,115,6,0,0,,,,,,,,09:00,18:00,,,,,,,,051-926-2200,2020-06-01,6260000,부산광역시
㈜금호투어렌트카,주사업장,부산시 사하구 장평로 138번길3(장림동),,35.07844514,128.9733261,부산시 사하구 장평로 142,,,127,121,6,0,0,,,,,,,,09:00,18:00,,,,,,,,051-501-6125,2020-06-01,6260000,부산광역시
㈜부산스타렌터카,주사업장,부산시 연제구 월드컵대로 112,,35.18426725,129.0828782,,부산시 기장군 일광면 청강리 189-5,,71,57,14,0,0,,,,,,,,09:00,18:00,,,,,,,,051-208-1401,2020-06-01,6260000,부산광역시
비엔케이캐피탈㈜,주사업장,"부산시 부산진구 새싹로 1, 9층",,35.15817495,129.0580995,,"부산시 사상구 주례동 1233-7, 학장천 복개 공영주차장",,24346,24159,187,0,0,,,,,,,,09:00,18:00,,,,,,,,051-987-8046,2020-06-01,6260000,부산광역시
삼화렌트카,주사업장,"서울특별시 도봉구 도봉로160길 22, 103호(도봉동)",,37.6740942731,127.045739,,서울특별시 도봉구 방학동 468-1,,66,66,0,0,0,,,,,,,,00:00,23:59,,,,,,,손주현,02-3493-0088,2020-01-29,3090000,서울특별시 도봉구
태산렌트카,주사업장,"서울특별시 도봉구 도봉로152길 26, 117호(방학동,렉시온프라자)",,37.6692414,127.0452769,서울특별시 도봉구 마들로657,서울특별시 도봉구 방학동 718-7,,69,65,4,0,0,,,,,,,,00:00,23:59,,,,,,,이혜정,02-3491-5484,2020-01-29,3090000,서울특별시 도봉구
드림렌트카,주사업장,"서울특별시 도봉구 노해로67길 2, B2, 9-85호(창동,한국빌딩)",,37.6524378,127.0500497,,서울특별시 도봉구 도봉동282-26,,50,46,4,0,0,,,,,,,,00:00,23:59,,,,,,,김현철,02-2246-6300,2020-01-29,3090000,서울특별시 도봉구
㈜교보렌터카,주사업장,"서울특별시 마포구 서강로 30, 408호 (창전동, 동원스위트뷰)",,37.5458110851,126.9312673555,용산구 한강대로 346(남영동),,,77,72,5,0,0,,,,,,,,00:00,24:00,,,,,,,,02-1661-7158,2020-01-28,3130000,서울특별시 마포구
㈜뉴욕렌트카,주사업장,"서울특별시 마포구 백범로 205, 105동 605호(신공덕동, 마포펜트라우스)",,37.5441066774,126.9541309986,"서초구 양재동 225, 225-4, 225-5, 226",,,75,74,1,0,0,,,,,,,,00:00,24:00,,,,,,,,02-704-9979,2020-01-28,3130000,서울특별시 마포구
㈜동인기업,주사업장,"서울특별시 마포구 월드컵로29길 51, 3층(망원동)",,37.5590939993,126.9035280000,양천구 목동중앙로3길 30-10 정목주차장,,,55,7,48,0,0,,,,,,,,00:00,24:00,,,,,,,,02-322-1388,2020-01-28,3130000,서울특별시 마포구
㈜)라이프렌트카,주사업장,"서울특별시 마포구 마포대로 33, 1307호(도화동, 한화오벨리스크)",,37.5399836153,126.9454481327,성동구 마조로18길 20 남도파킹,,,72,70,2,0,0,,,,,,,,00:00,24:00,,,,,,,,02-1577-1508,2020-01-28,3130000,서울특별시 마포구
㈜)렌트카매니아,주사업장,"서울특별시 마포구 독막로 226, 201호(대흥동, 태영@남상가)",,37.5470657655,126.9387031225,금천구 금하로 14길 6-16(시흥동) 새서울주차장 동대문구 제기동 271-48 제기주차장,,,151,150,1,0,0,,,,,,,,00:00,24:00,,,,,,,,02-4000-1000,2020-01-28,3130000,서울특별시 마포구
㈜에스에이치렌터카,주사업장,"서울특별시 마포구 만리재로 14, 1205호(공덕동, 르네상스타워빌딩)",,37.5439944436,126.9528365623,"영등포구 국제금융로2길 37(여의도동) 에스트레뉴 주차장성북구 오패산로10길 30(312㎡) 강서구 마곡중앙6로 16(마곡동, 마곡지엠지타워)",,,121,121,0,0,0,,,,,,,,00:00,24:00,,,,,,,,02-702-1201,2020-01-28,3130000,서울특별시 마포구
㈜예스렌트카,주사업장,"서울특별시 마포구 마포대로 14나길 6, 1층 중 왼쪽(공덕동)",,37.5478588139,126.9551109446,용산구 한강대로 346(갈월동) 대승주차장,,,55,52,3,0,0,,,,,,,,00:00,24:00,,,,,,,,02-715-8073,2020-01-28,3130000,서울특별시 마포구
㈜우림렌터카,주사업장,"서울특별시 마포구 만리재로 15, 800호(공덕동, 제일빌딩)",,37.5445854718,126.9527460000,성북구 보문로 168(삼선동5가),,,58,10,48,0,0,,,,,,,,00:00,24:00,,,,,,,,02-3661-2388,2020-01-28,3130000,서울특별시 마포구
㈜우수티엔지,주사업장,"서울특별시 마포구 모래내로1길 3, 209호 (성산동, 한두빌딩)",,37.5645507376,126.9038860291,용산구 원효로97길 50청파동1마을공원 노외주차장,,,274,257,17,0,0,,,,,,,,00:00,24:00,,,,,,,,02-2677-1310,2020-01-28,3130000,서울특별시 마포구
㈜이지웨이렌트카,주사업장,"서울특별시 마포구 마포대로 33, 21층 오-211호(도화동, 마포한화오벨리스크)",,37.5399836153,126.9454300000,"강서구 마곡중앙6로 16, 3층(마곡동, 마곡지엠타워)양천구 신월동 21-1 신월주차장영등포구 국제금융로2길 37(여의도동) 에스트레뉴 주차장",,,154,152,2,0,0,,,,,,,,00:00,24:00,,,,,,,,02-701-1470,2020-01-28,3130000,서울특별시 마포구
퍼시픽렌터카㈜,주사업장,"서울특별시 마포구 마포대로 15, 1501호(마포동, 현대빌딩)",,37.5386494557,126.9439570000,양천구 목동중아로 3길 30-10중구 마른내로 31(초동) 초동 주차장,,,1434,1322,112,0,0,,,,,,,,00:00,24:00,,,,,,,,02-704-1541,2020-01-28,3130000,서울특별시 마포구
㈜플러스원렌트카,주사업장,"서울특별시 마포구 마포대로 33, 제오동 1706호(도화동, 한화오벨리스크)",,37.5399836153,126.9454520000,"영등포구 국제금융로2길 37(여의도동) 에스트레뉴 주차장성북구 오패산로10길 30강서구 마곡중앙6로 16 (마곡동, 마곡지엠지타워)",,,120,120,0,0,0,,,,,,,,00:00,24:00,,,,,,,,02-597-8361,2020-01-28,3130000,서울특별시 마포구
한일상공(유),주사업장,"서울특별시 마포구 마포대로 63-8, 1321호(도화동, 삼창프라자빌딩)",,37.5422588077,126.9478136443,영등포구 국제금융로2길 37(여의도동),,,123,112,11,0,0,,,,,,,,00:00,24:00,,,,,,,,02-719-4805,2020-01-28,3130000,서울특별시 마포구
㈜바다렌트카,주사업장,"서울특별시 마포구 양화로 32, 1층(합정동)",,37.5485630995,126.9127440000,종로구 관훈동 112-4,,,248,233,15,0,0,,,,,,,,00:00,24:00,,,,,,,,02-1577-6745,2020-01-28,3130000,서울특별시 마포구
㈜라인렌트카,주사업장,제주특별자치도 제주시 서문로4,,33.50913615,126.5120135,제주특별자치도 제주시 오라이동 3316,,,203,200,3,84,0,,,,,,,,07:45,20:00,,,,,,,,064-713-5600,2020-10-28,6500000,제주특별자치도
자보렌트카㈜,주사업장,제주특별자치도 제주시 선반로 93,,33.51559061,126.5681022,제주특별자치도 제주시 선반로 93,,,121,116,5,16,0,,,,,,,,07:45,20:00,,,,,,,,064-749-5657,2020-10-28,6500000,제주특별자치도
㈜제주원렌트카,주사업장,제주특별자치도 제주시 용해로 58-7,,33.51176331,126.5024757,제주특별자치도 제주시 용담2동 920-6,,,187,181,6,10,0,,,,,,,,07:45,20:00,,,,,,,,064-746-1101,2020-10-28,6500000,제주특별자치도
㈜매일렌트카,주사업장,제주특별자치도 제주시 용해로 58-15,,33.51181614,126.5021611,제주특별자치도 제주시 용해로 58-15,,,100,90,10,0,0,,,,,,,,07:45,20:00,,,,,,,,064-744-1472,2020-10-28,6500000,제주특별자치도
㈜스타모빌리티,주사업장,제주특별자치도 제주시 서광로 110,,33.49975432,126.5079423,제주특별자치도 제주시 오광로 111,,,107,98,9,0,0,,,,,,,,07:45,20:00,,,,,,,,064-744-7701,2020-10-28,6500000,제주특별자치도
㈜비비카,주사업장,제주특별자치도 제주시 도령로 171-1,,33.49636881,126.492952,제주특별자치도 제주시 도령로 171-1,,,115,106,9,10,0,,,,,,,,07:45,20:00,,,,,,,,064-747-1200,2020-10-28,6500000,제주특별자치도
